AQW00061705        3614C
USC00417262        2494S
USC00417300        1902S
USC00417327        1746C
USC00417336        1619R
USC00417388        1759Q
USC00417458        2640S
USC00417481        2169R
USC00417497        2011R
USC00417530        2060R
USC00417533        2024R
USC00417550        1730Q
USC00417588        1588Q
USC00417622        2627S
USC00417624        2578Q
USC00417633        1714R
USC00417669        1942R
USC00417677        2358S
USC00417704        2008S
USC00417706        1573R
USC00417743        1706S
USC00417782        1748S
USC00417841        1589R
USC00417920        1896R
USC00417936        1681S
USC00417944        1830Q
USC00417947        1968R
USC00417951        1750Q
USC00417981        2551Q
USC00417983        1985S
USC00417992        1941R
USC00417994        1766R
USC00418022        1882R
USC00418040        1635R
USC00418059        2655R
USC00418081        2388Q
USC00418160        1958R
USC00418169        2092R
USC00418201        1705S
USC00418221        1723R
USC00418236        1429S
USC00418252        2075S
USC00418274        1434S
USC00418305        1757R
USC00418323        1404S
USC00418354        2262R
USC00418415        2044S
USC00418433        1718R
USC00418446        1958S
USC00418449        1861R
USC00418487        2108R
USC00418523        1675R
USC00418566        1693R
USC00418583        1797S
USC00418630        1761R
USC00418646        1936R
USC00418692        1315S
USC00418714        2464R
USC00418728        2176R
USC00418743        1484S
USC00418818        1597S
USC00418861        1991R
USC00418862        1866Q
USC00418910        1818R
USC00418924        2412Q
USC00418926        1993R
USC00418942        1584C
USC00418996        2110S
USC00419014        1737R
USC00419016        1735R
USC00419031        2273R
USC00419068        1765R
USC00419088        1927S
USC00419101        1790R
USC00419163        1733R
USC00419175        1469S
USC00419191        1646S
USC00419207        1794R
USC00419268        2158R
USC00419270        1825R
USC00419295        1770R
USC00419330        1291R
USC00419346        1690R
USC00419361        2051R
USC00419367        2080R
USC00419380        1397Q
USC00419417        1821R
USC00419480        1934Q
USC00419491        2014S
USC00419499        1855S
USC00419522        1615S
USC00419532        1595R
USC00419559        2157R
USC00419565        1771S
USC00419588        2645R
USC00419711        1633R
USC00419715        1860S
USC00419754        1877Q
USC00419800        1627S
USC00419847        1771S
USC00419916        1533S
USC00419952        1994R
USC00419976        2491R
USC00420050        1058R
USC00420061        1009S
USC00420072          23S
USC00420074         638S
USC00420086         715S
USC00420168         725S
USC00420336        1461S
USC00420487         684Q
USC00420490         916R
USC00420527         660R
USC00420688        1493R
USC00420730        1239C
USC00420738        1128S
USC00420757           4R
USC00420788        1425S
USC00420802        1100R
USC00420820         951S
USC00420849         565S
USC00420900          28P
USC00420928        1034S
USC00421008         376S
USC00421020        1512R
USC00421144        1017S
USC00421162        1148Q
USC00421163        1019S
USC00421168        1295S
USC00421171        1083S
USC00421214        1033S
USC00421241        1230R
USC00421259         961Q
USC00421260         826R
USC00421308         832S
USC00421432        1046S
USC00421446         952Q
USC00421590         191R
USC00421731        1019R
USC00421759         971S
USC00421918         883S
USC00422057         756S
USC00422101        1204S
USC00422150        1526R
USC00422173        1173R
USC00422235        1242R
USC00422253         858S
USC00422257        1212S
USC00422385         832C
USC00422418        1130R
USC00422424          60R
USC00422558        1070Q
USC00422561        1177R
USC00422578         891S
USC00422592        1159S
USC00422607        1183S
USC00422696        1039S
USC00422702         549Q
USC00422726         997S
USC00422798         940C
USC00422828         969S
USC00422852        1139S
USC00422864         792S
USC00422996        1077R
USC00423012         945R
USC00423097        1037S
USC00423254        1141Q
USC00423348        1009R
USC00423418        1466R
USC00423486         858S
USC00423600         723S
USC00423809        1046S
USC00423896         458R
USC00423980        1481R
USC00424100        1219S
USC00424135         973S
USC00424174        1136S
USC00424321         997Q
USC00424342        1113S
USC00424362        1046S
USC00424467         830R
USC00424508        1291C
USC00424527        1113R
USC00424748        1064R
USC00424755        1071S
USC00424764         712R
USC00424856         467S
USC00424947         724R
USC00424968        1708S
USC00425065        1100S
USC00425138        1132R
USC00425148         578R
USC00425182         903S
USC00425186         852S
USC00425194         876S
USC00425252        1757R
USC00425268         766R
USC00425377         502R
USC00425402         877S
USC00425477        1045S
USC00425582        1491S
USC00425733        1506S
USC00425805         681S
USC00425826         972S
USC00425837         958R
USC00425892         871R
USC00425969        1057S
USC00426053         931S
USC00426123         759S
USC00426135         953S
USC00426181        1020S
USC00426357        1111S
USC00426404        1023S
USC00426414        1129R
USC00426455        1169R
USC00426534        1082S
USC00426538        1102R
USC00426568        1267S
USC00426601         715R
USC00426640        1370Q
USC00426644         593R
USC00426686        1008R
USC00426708        1187S
USC00426869         747S
USC00426919        1078S
USC00427064        1191S
USC00427165         461R
USC00427260        1065S
USC00427271         924S
USC00427395        1160S
USC00427408         759R
USC00427516        1688R
USC00427557        1142R
USC00427559         334R
USC00427606        1010R
USC00427655        1033R
USC00427686         953S
USC00427714        1068R
USC00427729         146R
USC00427800        1112R
USC00427846          25S
USC00427909         741R
USC00427931        1033R
USC00428119        1135S
USC00428465         385R
USC00428476         885Q
USC00428478         785R
USC00428668         963R
USC00428705        1208R
USC00428733         934R
USC00428771        1063C
USC00428817        1068R
USC00428828         926R
USC00428847         774R
USC00428973        1039R
USC00428978        1108R
USC00429133         904S
USC00429136        1253S
USC00429152        1282R
USC00429165         923S
USC00429368        1096Q
USC00429595         558S
USC00429717        1687C
USC00430277         406R
USC00430499         566R
USC00430942         103Q
USC00431243         557S
USC00431360         412R
USC00431363         223R
USC00431565         174Q
USC00431580         473R
USC00431705         402Q
USC00432314         383Q
USC00432698         195R
USC00432769         477R
USC00432773         434Q
USC00432843         498R
USC00433400         392Q
USC00433769         347Q
USC00434120         242R
USC00434189          98R
USC00435273         655Q
USC00435376         329R
USC00435416           2C
USC00435542         310S
USC00435733         445R
USC00435740         202R
USC00435982         542Q
USC00436391         532R
USC00436500         345R
USC00436761         360R
USC00436893         436S
USC00436995         440S
USC00437032         368R
USC00437098         679R
USC00437607         466C
USC00437612         240R
USC00438160         389R
USC00438169         145Q
USC00438172         356R
USC00438600         749R
USC00438815         369R
USC00439099         436R
USC00439984         536R
USC00439988         260Q
USC00440021         954S
USC00440187        1225R
USC00440188        1277Q
USC00440243        1076S
USC00440327        1092S
USC00440385        1115R
USC00440551         969R
USC00440720         134R
USC00440735        1068R
USC00440766         727S
USC00440792         696R
USC00440860         978R
USC00440982         732R
USC00440993        1369R
USC00441082         862R
USC00441121        1284R
USC00441209         309S
USC00441322        1167C
USC00441585        1115R
USC00441593        1121S
USC00441606        1227S
USC00441614        1079S
USC00441692         764R
USC00441746        1311Q
USC00441825         749R
USC00441913        1312R
USC00441986         920Q
USC00442009        1112S
USC00442044        1129S
USC00442142        1310S
USC00442208         868S
USC00442245        1273S
USC00442400        1259Q
USC00442635        1021Q
USC00442663         931R
USC00442790        1294S
USC00442941        1173S
USC00443071         607R
USC00443192        1234R
USC00443204        1136R
USC00443229        1042R
USC00443267         635S
USC00443272         556Q
USC00443310         779S
USC00443565        1149Q
USC00443640         833S
USC00443713        1242Q
USC00444044        1365S
USC00444101        1384S
USC00444128         737R
USC00444414        1374S
